online,local_hour,free_sh_share,avg_eta_hours,city_area,hour,day_of_week,month,tariff_zone_abidjan,tariff_zone_lahore,tariff_zone_lima
774.0,2025-05-16 16:00:00,0.6708026827617701,0.3641434734842064,600,16,4,5,0,0,1
103.0,2025-05-01 06:00:00,0.6428564695058032,0.3611498084191994,400,6,3,5,1,0,0
84.0,2025-05-20 12:00:00,0.5015057624370186,0.3054578506758064,650,12,1,5,0,1,0
12.0,2025-05-05 05:00:00,0.9857164740651072,0.2667363184079602,650,5,0,5,0,1,0
933.0,2025-05-03 19:00:00,0.7601661256786963,0.4416718113598901,600,19,5,5,0,0,1
627.0,2025-05-13 08:00:00,0.8674003309247541,0.3217131649409254,600,8,1,5,0,0,1
95.0,2025-05-19 06:00:00,0.452859242733442,0.3849709901016193,400,6,0,5,1,0,0
290.0,2025-05-04 12:00:00,0.3038751941725722,0.3021558035524654,400,12,6,5,1,0,0
691.0,2025-05-20 14:00:00,0.6584830524190077,0.2835177717860859,600,14,1,5,0,0,1
371.0,2025-05-08 06:00:00,0.9580171658505824,0.2792661479250334,600,6,3,5,0,0,1
44.0,2025-05-08 00:00:00,0.6644727728399892,0.1731263450167342,400,0,3,5,1,0,0
190.0,2025-05-08 22:00:00,0.494187174131419,0.222307967799015,400,22,3,5,1,0,0
130.0,2025-05-12 20:00:00,0.575222301435371,0.2972696983244981,650,20,0,5,0,1,0
280.0,2025-05-15 07:00:00,0.5222067168164739,0.380101758698194,400,7,3,5,1,0,0
162.0,2025-05-02 04:00:00,0.971558503555187,0.1559014996591683,600,4,4,5,0,0,1
40.0,2025-05-10 00:00:00,0.7910686912734662,0.2349813950585275,650,0,5,5,0,1,0
668.0,2025-05-17 17:00:00,0.3021033340051791,0.3288883009191719,400,17,5,5,1,0,0
193.0,2025-05-10 23:00:00,0.5265452077259183,0.2081238825227842,400,23,5,5,1,0,0
583.0,2025-05-09 18:00:00,0.3112505259862148,0.3234219965871417,400,18,4,5,1,0,0
839.0,2025-05-06 10:00:00,0.7868170046700195,0.4005383876209514,600,10,1,5,0,0,1
614.0,2025-05-11 19:00:00,0.8620979323422919,0.2403231097984983,600,19,6,5,0,0,1
569.0,2025-05-16 09:00:00,0.3251039916719573,0.3736609733920731,400,9,4,5,1,0,0
108.0,2025-05-15 11:00:00,0.6817819512482167,0.3473285793255942,650,11,3,5,0,1,0
671.0,2025-05-14 17:00:00,0.3731602652838325,0.3241546284414026,400,17,2,5,1,0,0
523.0,2025-05-12 09:00:00,0.797469494373713,0.2621024527799506,600,9,0,5,0,0,1
72.0,2025-05-03 10:00:00,0.7800654225060295,0.2894541586277657,650,10,5,5,0,1,0
269.0,2025-05-12 21:00:00,0.4237726170447113,0.226271785526034,400,21,0,5,1,0,0
773.0,2025-05-03 15:00:00,0.67238727191668,0.5291829775757109,600,15,5,5,0,0,1
68.0,2025-05-18 23:00:00,0.4941354892815242,0.2057810511430591,400,23,6,5,1,0,0
680.0,2025-05-14 13:00:00,0.2404298869766791,0.3048019654428111,400,13,2,5,1,0,0
729.0,2025-05-03 10:00:00,0.7164412558837925,0.3532098746266432,600,10,5,5,0,0,1
29.0,2025-05-13 07:00:00,0.8311591359692221,0.2349836170787731,650,7,1,5,0,1,0
18.0,2025-05-05 02:00:00,0.871075528547632,0.2234718284505648,400,2,0,5,1,0,0
116.0,2025-05-08 20:00:00,0.5669214052778613,0.2925277654017266,650,20,3,5,0,1,0
122.0,2025-05-05 04:00:00,0.9881551099144728,0.3430045045045045,600,4,0,5,0,0,1
125.0,2025-05-02 18:00:00,0.5268306354355987,0.3488294516811021,650,18,4,5,0,1,0
338.0,2025-05-07 20:00:00,0.3864040757191148,0.2488189826629025,400,20,2,5,1,0,0
34.0,2025-05-18 03:00:00,0.5625912609316858,0.2496079203760603,400,3,6,5,1,0,0
45.0,2025-05-12 09:00:00,0.8472871715295078,0.2654889782798889,650,9,0,5,0,1,0
17.0,2025-05-13 03:00:00,0.6069151243493349,0.2451219272369715,400,3,1,5,1,0,0
279.0,2025-05-17 05:00:00,0.9706963585567132,0.3020103578154425,600,5,5,5,0,0,1
403.0,2025-05-11 03:00:00,0.98240047134378,0.2001917573981016,600,3,6,5,0,0,1
408.0,2025-05-19 23:00:00,0.919526062549464,0.2470564650792635,600,23,0,5,0,0,1
451.0,2025-05-19 19:00:00,0.3404206536215551,0.2979902603611726,400,19,0,5,1,0,0
16.0,2025-05-06 04:00:00,0.5360031445749088,0.3208745121671257,400,4,1,5,1,0,0
692.0,2025-05-02 15:00:00,0.6309413299014192,0.7561230415326047,600,15,4,5,0,0,1
619.0,2025-05-11 16:00:00,0.777903227465814,0.2670467702174436,600,16,6,5,0,0,1
20.0,2025-05-08 06:00:00,0.9099177030597824,0.2009131912501277,650,6,3,5,0,1,0
622.0,2025-05-01 10:00:00,0.8174532159631015,0.2806586010951845,600,10,3,5,0,0,1
621.0,2025-05-20 11:00:00,0.2128997242181365,0.3590294363169808,400,11,1,5,1,0,0
93.0,2025-05-03 21:00:00,0.558754161221657,0.2740905240438173,650,21,5,5,0,1,0
768.0,2025-05-08 20:00:00,0.7909143719654622,0.3603203344982478,600,20,3,5,0,0,1
151.0,2025-05-16 06:00:00,0.5878453274073641,0.3457937348361287,400,6,4,5,1,0,0
137.0,2025-05-09 19:00:00,0.6253038838436853,0.3160627780500767,650,19,4,5,0,1,0
593.0,2025-05-10 09:00:00,0.6929492180108383,0.3470667351601072,600,9,5,5,0,0,1
16.0,2025-05-14 04:00:00,0.9315788723426496,0.2797411541976759,650,4,2,5,0,1,0
59.0,2025-05-15 09:00:00,0.8478452372717409,0.2631517035013097,650,9,3,5,0,1,0
21.0,2025-05-09 07:00:00,0.9171799765620368,0.203331534124985,650,7,4,5,0,1,0
186.0,2025-05-18 08:00:00,0.3508684595366705,0.3404424834846926,400,8,6,5,1,0,0
263.0,2025-05-07 05:00:00,0.9789714614573414,0.2274133577150818,600,5,2,5,0,0,1
649.0,2025-05-13 14:00:00,0.6776934202667674,0.308217766549641,600,14,1,5,0,0,1
493.0,2025-05-18 08:00:00,0.9087526080389692,0.2659950241503639,600,8,6,5,0,0,1
58.0,2025-05-15 05:00:00,0.5708559000383812,0.2928317994439651,400,5,3,5,1,0,0
109.0,2025-05-05 20:00:00,0.5382069519270076,0.299094121887962,650,20,0,5,0,1,0
133.0,2025-05-17 18:00:00,0.5208035308202345,0.2952799858927212,650,18,5,5,0,1,0
658.0,2025-05-09 15:00:00,0.2238017893394442,0.3158354994982584,400,15,4,5,1,0,0
899.0,2025-05-03 17:00:00,0.7335106222168394,0.4288538904618519,600,17,5,5,0,0,1
70.0,2025-05-19 10:00:00,0.746198868427443,0.2768836131876687,650,10,0,5,0,1,0
34.0,2025-05-04 05:00:00,0.4950132792587958,0.2481050365652276,400,5,6,5,1,0,0
579.0,2025-05-11 01:00:00,0.9831186157992278,0.1278958668813741,600,1,6,5,0,0,1
41.0,2025-05-04 09:00:00,0.7879111734045815,0.2464739376511935,650,9,6,5,0,1,0
123.0,2025-05-13 14:00:00,0.5246971661383654,0.2929041323203446,650,14,1,5,0,1,0
142.0,2025-05-14 03:00:00,0.9714705891838372,0.0933526315789473,600,3,2,5,0,0,1
455.0,2025-05-15 08:00:00,0.423870669852127,0.3736393726837181,400,8,3,5,1,0,0
417.0,2025-05-11 23:00:00,0.9191750956789893,0.2173365721352827,600,23,6,5,0,0,1
256.0,2025-05-13 07:00:00,0.5355032907222356,0.3957337061532711,400,7,1,5,1,0,0
550.0,2025-05-12 21:00:00,0.8266149322031534,0.2227859995781365,600,21,0,5,0,0,1
115.0,2025-05-05 14:00:00,0.4988165317500642,0.2914321869407883,650,14,0,5,0,1,0
607.0,2025-05-02 08:00:00,0.8556667724048177,0.244083356274826,600,8,4,5,0,0,1
825.0,2025-05-08 10:00:00,0.8022370270442073,0.4663974259203831,600,10,3,5,0,0,1
800.0,2025-05-07 20:00:00,0.8365455761181015,0.281982840502973,600,20,2,5,0,0,1
13.0,2025-05-12 02:00:00,0.8870783343068069,0.1487788120567376,650,2,0,5,0,1,0
109.0,2025-05-01 20:00:00,0.5650229134700194,0.3014879704621248,650,20,3,5,0,1,0
41.0,2025-05-19 00:00:00,0.5564687495241378,0.208067187930732,400,0,0,5,1,0,0
28.0,2025-05-03 01:00:00,0.8255800129651936,0.255978984841525,650,1,5,5,0,1,0
225.0,2025-05-18 19:00:00,0.3111979143707916,0.2817743476872789,400,19,6,5,1,0,0
23.0,2025-05-14 04:00:00,0.5561214016245795,0.5320146425495262,400,4,2,5,1,0,0
573.0,2025-05-12 17:00:00,0.2931146084201188,0.3346262526867029,400,17,0,5,1,0,0
754.0,2025-05-03 11:00:00,0.6767626859485791,0.3805059703452166,600,11,5,5,0,0,1
11.0,2025-05-09 06:00:00,0.8547063843498969,0.2122063439311694,650,6,4,5,0,1,0
94.0,2025-05-11 13:00:00,0.5365183633328756,0.2735586937560925,650,13,6,5,0,1,0
112.0,2025-05-17 15:00:00,0.4564644440493219,0.2844478829575136,650,15,5,5,0,1,0
43.0,2025-05-20 09:00:00,0.8109934039576254,0.2701772500665565,650,9,1,5,0,1,0
58.0,2025-05-14 00:00:00,0.7968659397709845,0.2298426018831017,650,0,2,5,0,1,0
117.0,2025-05-07 15:00:00,0.553382679376367,0.2902157774657775,650,15,2,5,0,1,0
110.0,2025-05-18 18:00:00,0.522314930627022,0.3438277026176266,650,18,6,5,0,1,0
691.0,2025-05-05 10:00:00,0.7388460731301097,0.3157168680212338,600,10,0,5,0,0,1
729.0,2025-05-08 21:00:00,0.8368764541547473,0.4113129976044529,600,21,3,5,0,0,1
654.0,2025-05-08 12:00:00,0.2038316933776546,0.3276668393258312,400,12,3,5,1,0,0
579.0,2025-05-17 08:00:00,0.8527073638948491,0.2775261384116533,600,8,5,5,0,0,1
736.0,2025-05-09 09:00:00,0.7800629588580628,0.3688865396501966,600,9,4,5,0,0,1
453.0,2025-05-14 23:00:00,0.9440445386625468,0.2136819142156221,600,23,2,5,0,0,1
300.0,2025-05-18 12:00:00,0.2995505333524808,0.3172991723309542,400,12,6,5,1,0,0
653.0,2025-05-07 11:00:00,0.2455638544474007,0.3388040217130994,400,11,2,5,1,0,0
766.0,2025-05-13 18:00:00,0.7027867402219075,0.4188575407262617,600,18,1,5,0,0,1
110.0,2025-05-10 19:00:00,0.5761706928563818,0.3224339891663567,650,19,5,5,0,1,0
150.0,2025-05-13 04:00:00,0.9761916726207768,0.1831317204301075,600,4,1,5,0,0,1
194.0,2025-05-04 08:00:00,0.4208916493589142,0.3063413448478386,400,8,6,5,1,0,0
764.0,2025-05-03 23:00:00,0.9346976373710572,0.1775543952080785,600,23,5,5,0,0,1
122.0,2025-05-14 13:00:00,0.4974058182104476,0.2950262773498406,650,13,2,5,0,1,0
320.0,2025-05-19 00:00:00,0.9512153029455824,0.1818342592592592,600,0,0,5,0,0,1
18.0,2025-05-04 03:00:00,0.8895616418341398,0.2971700236092666,650,3,6,5,0,1,0
468.0,2025-05-03 19:00:00,0.3225588814163816,0.280941835211006,400,19,5,5,1,0,0
71.0,2025-05-11 11:00:00,0.6889003730967026,0.2686711483740748,650,11,6,5,0,1,0
9.0,2025-05-07 05:00:00,0.8511353377183998,0.1729969518833006,650,5,2,5,0,1,0
681.0,2025-05-14 14:00:00,0.275560161548843,0.3022532033449763,400,14,2,5,1,0,0
812.0,2025-05-07 09:00:00,0.8052765625951269,0.3096384130189485,600,9,2,5,0,0,1
98.0,2025-05-10 12:00:00,0.6490456192127411,0.2808325465647671,650,12,5,5,0,1,0
34.0,2025-05-15 01:00:00,0.6481455801110989,0.177464273465188,400,1,3,5,1,0,0
39.0,2025-05-01 01:00:00,0.7966690689302335,0.1854228855721393,400,1,3,5,1,0,0
129.0,2025-05-05 16:00:00,0.5161207716533956,0.2957849360878707,650,16,0,5,0,1,0
16.0,2025-05-15 05:00:00,0.9378952300701668,0.1692888888888889,650,5,3,5,0,1,0
133.0,2025-05-10 06:00:00,0.4499478093733154,0.3531464415364732,400,6,5,5,1,0,0
27.0,2025-05-16 02:00:00,0.650811230478302,0.1635338770992733,400,2,4,5,1,0,0
27.0,2025-05-07 01:00:00,0.6530970996359684,0.1940158175759765,400,1,2,5,1,0,0
256.0,2025-05-03 03:00:00,0.9774819506315802,0.1299300334168755,600,3,5,5,0,0,1
668.0,2025-05-15 12:00:00,0.1943283609867766,0.3342926496106066,400,12,3,5,1,0,0
22.0,2025-05-14 01:00:00,0.652046618178704,0.2353219358782555,400,1,2,5,1,0,0
820.0,2025-05-04 19:00:00,0.8630050127476909,0.2525257549329554,600,19,6,5,0,0,1
138.0,2025-05-13 18:00:00,0.6303234917543146,0.3094247836171967,650,18,1,5,0,1,0
15.0,2025-05-04 05:00:00,0.8643686152188754,0.1684812567002109,650,5,6,5,0,1,0
143.0,2025-05-06 03:00:00,0.9666623623431694,0.0745136828222881,600,3,1,5,0,0,1
21.0,2025-05-19 01:00:00,0.7763550579849406,0.2363423322466721,650,1,0,5,0,1,0
52.0,2025-05-14 08:00:00,0.8854451375538903,0.2693218246029982,650,8,2,5,0,1,0
363.0,2025-05-01 19:00:00,0.365477183915082,0.2914001646868694,400,19,3,5,1,0,0
61.0,2025-05-04 01:00:00,0.624441108522037,0.1773130788899617,400,1,6,5,1,0,0
18.0,2025-05-19 02:00:00,0.5357177703920254,0.2041577273411623,400,2,0,5,1,0,0
291.0,2025-05-08 21:00:00,0.4165666143135205,0.2241252984045234,400,21,3,5,1,0,0
156.0,2025-05-20 02:00:00,0.9795190826463028,0.1633661835748792,600,2,1,5,0,0,1
24.0,2025-05-17 02:00:00,0.8337457968247405,0.1680713750187434,650,2,5,5,0,1,0
99.0,2025-05-06 20:00:00,0.5778901677853149,0.2973465938524673,650,20,1,5,0,1,0
256.0,2025-05-15 01:00:00,0.982105192362348,0.1628758054376866,600,1,3,5,0,0,1
604.0,2025-05-20 18:00:00,0.3551830656050168,0.3429599946114621,400,18,1,5,1,0,0
10.0,2025-05-12 05:00:00,0.9642154935116004,0.159414558953064,650,5,0,5,0,1,0
558.0,2025-05-12 10:00:00,0.7513296786030481,0.3934108676393913,600,10,0,5,0,0,1
100.0,2025-05-02 14:00:00,0.5149955919465027,0.2820308332041037,650,14,4,5,0,1,0
135.0,2025-05-08 16:00:00,0.5604259281409273,0.2995741861016825,650,16,3,5,0,1,0
38.0,2025-05-21 00:00:00,0.7750447224129633,0.2244943557216747,650,0,2,5,0,1,0
24.0,2025-05-17 04:00:00,0.5626053657238759,0.2302810183024835,400,4,5,5,1,0,0
102.0,2025-05-05 06:00:00,0.6662834332707361,0.3606233275056195,400,6,0,5,1,0,0
639.0,2025-05-09 11:00:00,0.1973586523804005,0.346900715365402,400,11,4,5,1,0,0
658.0,2025-05-08 17:00:00,0.3281398355846662,0.3711207756654557,400,17,3,5,1,0,0
498.0,2025-05-03 00:00:00,0.964595317525891,0.1734538092754055,600,0,5,5,0,0,1
28.0,2025-05-04 01:00:00,0.7972210363554881,0.2291193377392262,650,1,6,5,0,1,0
106.0,2025-05-03 20:00:00,0.5250985928983641,0.306779094815082,650,20,5,5,0,1,0
138.0,2025-05-12 19:00:00,0.6064083144942725,0.3277233948817622,650,19,0,5,0,1,0
129.0,2025-05-02 06:00:00,0.527240214738897,0.3566467307540009,400,6,4,5,1,0,0
100.0,2025-05-02 21:00:00,0.5820384213155269,0.3190310013840348,650,21,4,5,0,1,0
715.0,2025-05-15 15:00:00,0.695980746475385,0.3738031530745447,600,15,3,5,0,0,1
150.0,2025-05-15 18:00:00,0.5845336735982198,0.3003683726901395,650,18,3,5,0,1,0
496.0,2025-05-02 19:00:00,0.318534504293954,0.2979815352025019,400,19,4,5,1,0,0
245.0,2025-05-07 21:00:00,0.428961229882962,0.2404357622171833,400,21,2,5,1,0,0
34.0,2025-05-18 02:00:00,0.5922587121871445,0.2009986870178893,400,2,6,5,1,0,0
120.0,2025-05-02 17:00:00,0.4894125578197691,0.3117843048601459,650,17,4,5,0,1,0
496.0,2025-05-04 08:00:00,0.9124265250892042,0.2717478915680464,600,8,6,5,0,0,1
871.0,2025-05-07 11:00:00,0.7637026907119491,0.406045232543762,600,11,2,5,0,0,1
11.0,2025-05-20 06:00:00,0.882976700035422,0.2183942729520619,650,6,1,5,0,1,0
154.0,2025-05-14 16:00:00,0.5771858953141155,0.2966291998418883,650,16,2,5,0,1,0
83.0,2025-05-03 11:00:00,0.6854840201550599,0.294996365326312,650,11,5,5,0,1,0
96.0,2025-05-05 21:00:00,0.5849812743196152,0.267789950830905,650,21,0,5,0,1,0
395.0,2025-05-06 06:00:00,0.9537197577143388,0.2621203267035746,600,6,1,5,0,0,1
455.0,2025-05-19 07:00:00,0.8752076031873741,0.3893577596000909,600,7,0,5,0,0,1
715.0,2025-05-04 11:00:00,0.8319575293099315,0.3085255035919809,600,11,6,5,0,0,1
512.0,2025-05-06 23:00:00,0.9417611937946304,0.2018676005422503,600,23,1,5,0,0,1
748.0,2025-05-16 09:00:00,0.8271167419902601,0.364154242544632,600,9,4,5,0,0,1
48.0,2025-05-20 00:00:00,0.6306325644556868,0.1609277519041382,400,0,1,5,1,0,0
502.0,2025-05-01 08:00:00,0.901502532068238,0.2398579805996472,600,8,3,5,0,0,1
329.0,2025-05-11 13:00:00,0.2826769022760714,0.2916059671283432,400,13,6,5,1,0,0
89.0,2025-05-02 12:00:00,0.5123225021516478,0.2971681662533947,650,12,4,5,0,1,0
37.0,2025-05-17 01:00:00,0.640270632530656,0.1828952239075478,400,1,5,5,1,0,0
532.0,2025-05-12 15:00:00,0.6185013586984685,0.443291688948332,600,15,0,5,0,0,1
537.0,2025-05-01 22:00:00,0.8683622945634922,0.1976805177375937,600,22,3,5,0,0,1
80.0,2025-05-12 11:00:00,0.7334717402847581,0.3602784304321745,650,11,0,5,0,1,0
97.0,2025-05-05 12:00:00,0.5878799348102983,0.2906672599097937,650,12,0,5,0,1,0
723.0,2025-05-13 09:00:00,0.8420603933177052,0.2897084665747679,600,9,1,5,0,0,1
563.0,2025-05-06 18:00:00,0.3675389995292674,0.3193320618905835,400,18,1,5,1,0,0
132.0,2025-05-09 15:00:00,0.5588282976706122,0.2862119363235014,650,15,4,5,0,1,0
504.0,2025-05-10 19:00:00,0.2909718774696527,0.2984562049392605,400,19,5,5,1,0,0
381.0,2025-05-13 20:00:00,0.4106427163677516,0.2553323891519696,400,20,1,5,1,0,0
128.0,2025-05-03 17:00:00,0.519021587972632,0.3084010870450289,650,17,5,5,0,1,0
34.0,2025-05-07 00:00:00,0.7877085042789477,0.2412836937468698,650,0,2,5,0,1,0
126.0,2025-05-19 03:00:00,0.9635883206674896,0.1989962121212121,600,3,0,5,0,0,1
36.0,2025-05-06 01:00:00,0.8158590896125286,0.2533969976218787,650,1,1,5,0,1,0
225.0,2025-05-12 07:00:00,0.4937250682049416,0.3878868731161181,400,7,0,5,1,0,0
43.0,2025-05-11 02:00:00,0.6171891568064549,0.1941126343975845,400,2,6,5,1,0,0
605.0,2025-05-19 15:00:00,0.2249076458822086,0.3145325982902445,400,15,0,5,1,0,0
858.0,2025-05-16 17:00:00,0.704176851356507,0.8743857362150489,600,17,4,5,0,0,1
766.0,2025-05-05 20:00:00,0.803039787159296,0.2986970471056948,600,20,0,5,0,0,1
645.0,2025-05-17 11:00:00,0.2304359258564963,0.3497251386923083,400,11,5,5,1,0,0
635.0,2025-05-04 10:00:00,0.8529374755758403,0.3020684737156511,600,10,6,5,0,0,1
130.0,2025-05-01 14:00:00,0.5413879163820065,0.2787576723000855,650,14,3,5,0,1,0
18.0,2025-05-10 03:00:00,0.555921883998525,0.1823089803729375,400,3,5,5,1,0,0
63.0,2025-05-01 10:00:00,0.8021120566900641,0.2862608317513014,650,10,3,5,0,1,0
71.0,2025-05-16 05:00:00,0.626235446626525,0.2712564335452619,400,5,4,5,1,0,0
353.0,2025-05-01 08:00:00,0.4907969395185297,0.3305286586432943,400,8,3,5,1,0,0
241.0,2025-05-20 05:00:00,0.9767025972355629,0.3203929866989117,600,5,1,5,0,0,1
112.0,2025-05-12 21:00:00,0.631059790864965,0.2961533057958589,650,21,0,5,0,1,0
284.0,2025-05-17 07:00:00,0.443700320252329,0.3401586459983521,400,7,5,5,1,0,0
94.0,2025-05-13 11:00:00,0.7161106249279736,0.306833370015032,650,11,1,5,0,1,0
608.0,2025-05-04 22:00:00,0.90106232864039,0.2603012626820939,600,22,6,5,0,0,1
128.0,2025-05-13 15:00:00,0.5401607229802894,0.3113152346284841,650,15,1,5,0,1,0
114.0,2025-05-11 00:00:00,0.6160387313015951,0.1863762900658224,400,0,6,5,1,0,0
131.0,2025-05-01 22:00:00,0.471819432952037,0.2205778355109269,400,22,3,5,1,0,0
14.0,2025-05-02 04:00:00,0.7315057652780744,0.2897573696145125,650,4,4,5,0,1,0
300.0,2025-05-14 07:00:00,0.5617740084920593,0.3741676601645402,400,7,2,5,1,0,0
166.0,2025-05-08 04:00:00,0.9790251532911292,0.0966750208855472,600,4,3,5,0,0,1
310.0,2025-05-18 16:00:00,0.3015353371563763,0.3068496611551247,400,16,6,5,1,0,0
846.0,2025-05-03 16:00:00,0.7025940138785337,0.4123605602521035,600,16,5,5,0,0,1
582.0,2025-05-05 12:00:00,0.2056179489083644,0.3297618546798202,400,12,0,5,1,0,0
618.0,2025-05-11 13:00:00,0.656458894622352,0.276541186373658,600,13,6,5,0,0,1
692.0,2025-05-11 00:00:00,0.9593372912865348,0.1941248662096097,600,0,6,5,0,0,1
99.0,2025-05-15 21:00:00,0.6132502609603341,0.2841828940173061,650,21,3,5,0,1,0
661.0,2025-05-16 16:00:00,0.2351882824741402,0.3378259040200767,400,16,4,5,1,0,0
616.0,2025-05-11 20:00:00,0.8381425147486888,0.2373887163127108,600,20,6,5,0,0,1
78.0,2025-05-03 00:00:00,0.6044420686914317,0.1930138732608191,400,0,5,5,1,0,0
94.0,2025-05-04 14:00:00,0.5495589169268201,0.2816264549834352,650,14,6,5,0,1,0
49.0,2025-05-11 22:00:00,0.6029801314658952,0.2684159684566368,650,22,6,5,0,1,0
359.0,2025-05-03 06:00:00,0.954901073322126,0.2219566082802547,600,6,5,5,0,0,1
665.0,2025-05-15 17:00:00,0.3166235721592985,0.3324320217121621,400,17,3,5,1,0,0
169.0,2025-05-15 04:00:00,0.9784508820695358,0.134172335600907,600,4,3,5,0,0,1
655.0,2025-05-17 16:00:00,0.3056663069438302,0.3279733186689502,400,16,5,5,1,0,0
863.0,2025-05-17 16:00:00,0.6978869980733217,0.3603004693178067,600,16,5,5,0,0,1
28.0,2025-05-08 07:00:00,0.8889201652623062,0.2421540283549672,650,7,3,5,0,1,0
166.0,2025-05-04 21:00:00,0.4121216007272714,0.2147796140396216,400,21,6,5,1,0,0
630.0,2025-05-11 17:00:00,0.8060015788141798,0.2716876989194997,600,17,6,5,0,0,1
26.0,2025-05-11 01:00:00,0.7987870573289034,0.2082212558203747,650,1,6,5,0,1,0
277.0,2025-05-10 05:00:00,0.971814642249174,0.3946092278719397,600,5,5,5,0,0,1
4.0,2025-05-20 02:00:00,0.9093040103731664,0.1806603720564266,650,2,1,5,0,1,0
141.0,2025-05-12 16:00:00,0.5601335472415628,0.3011767327671785,650,16,0,5,0,1,0
23.0,2025-05-06 07:00:00,0.8659045222153632,0.2379140782344765,650,7,1,5,0,1,0
650.0,2025-05-10 15:00:00,0.2785415648182402,0.3188914013571977,400,15,5,5,1,0,0
471.0,2025-05-05 19:00:00,0.3582394295416428,0.2914948417403493,400,19,0,5,1,0,0
724.0,2025-05-13 12:00:00,0.7190129540652304,0.4987862831835003,600,12,1,5,0,0,1
692.0,2025-05-14 16:00:00,0.3338711759986589,0.3042106150330566,400,16,2,5,1,0,0
547.0,2025-05-12 10:00:00,0.2934669289970654,0.3432084419342965,400,10,0,5,1,0,0
430.0,2025-05-18 04:00:00,0.980535438279458,0.1677166022713968,600,4,6,5,0,0,1
22.0,2025-05-05 01:00:00,0.8303455535249559,0.265953047885821,650,1,0,5,0,1,0
120.0,2025-05-16 15:00:00,0.4594796407604714,0.2922203533606373,650,15,4,5,0,1,0
265.0,2025-05-08 01:00:00,0.9800053218458176,0.1016930076628352,600,1,3,5,0,0,1
129.0,2025-05-07 17:00:00,0.589558469461023,0.2970327092639997,650,17,2,5,0,1,0
108.0,2025-05-18 16:00:00,0.4804229908160564,0.2747528768691601,650,16,6,5,0,1,0
765.0,2025-05-04 20:00:00,0.8641918090018715,0.2376923470849588,600,20,6,5,0,0,1
114.0,2025-05-17 23:00:00,0.536601368930873,0.2087524776397533,400,23,5,5,1,0,0
53.0,2025-05-13 00:00:00,0.7696930698463866,0.2489307464444076,650,0,1,5,0,1,0
27.0,2025-05-03 03:00:00,0.601170856445723,0.1607457784753102,400,3,5,5,1,0,0
18.0,2025-05-12 01:00:00,0.8099120210554133,0.2020738038345565,650,1,0,5,0,1,0
815.0,2025-05-20 10:00:00,0.8099647592431601,0.6994876338906979,600,10,1,5,0,0,1
17.0,2025-05-18 03:00:00,0.8844784048082639,0.2112093963474139,650,3,6,5,0,1,0
270.0,2025-05-18 18:00:00,0.3507803644841948,0.2949016350985805,400,18,6,5,1,0,0
151.0,2025-05-07 03:00:00,0.9789599474585596,0.1869731800766283,600,3,2,5,0,0,1
284.0,2025-05-18 10:00:00,0.3417544388725446,0.3076471102497846,400,10,6,5,1,0,0
651.0,2025-05-07 13:00:00,0.2283860501038072,0.3021135788096011,400,13,2,5,1,0,0
839.0,2025-05-07 17:00:00,0.7129111889933527,0.3987245733340827,600,17,2,5,0,0,1
10.0,2025-05-07 03:00:00,0.844057619806519,0.165423740510697,650,3,2,5,0,1,0
555.0,2025-05-05 22:00:00,0.8920833312864449,0.180707338693053,600,22,0,5,0,0,1
104.0,2025-05-05 13:00:00,0.5115827612650827,0.2931715454090088,650,13,0,5,0,1,0
624.0,2025-05-19 15:00:00,0.6088926264120298,0.9520651419671378,600,15,0,5,0,0,1
61.0,2025-05-17 05:00:00,0.5374824284372498,0.3329361421477343,400,5,5,5,1,0,0
91.0,2025-05-06 23:00:00,0.5560234182505734,0.2041209548483469,400,23,1,5,1,0,0
89.0,2025-05-13 21:00:00,0.6637033197456713,0.3082622126688986,650,21,1,5,0,1,0
392.0,2025-05-16 06:00:00,0.9497370872724018,0.286733502538071,600,6,4,5,0,0,1
24.0,2025-05-06 02:00:00,0.8512589907574769,0.1916233422489691,650,2,1,5,0,1,0
289.0,2025-05-16 07:00:00,0.5007419369813033,0.3905744191569217,400,7,4,5,1,0,0
634.0,2025-05-01 16:00:00,0.7513428426275304,0.2968039652505521,600,16,3,5,0,0,1
631.0,2025-05-10 13:00:00,0.2201456590287433,0.3277181473797626,400,13,5,5,1,0,0
274.0,2025-05-10 03:00:00,0.9812120244821636,0.2888142000922084,600,3,5,5,0,0,1
16.0,2025-05-04 04:00:00,0.8865005745696651,0.1576424076833913,650,4,6,5,0,1,0
85.0,2025-05-04 23:00:00,0.5979241452613917,0.216527521564145,400,23,6,5,1,0,0
386.0,2025-05-12 23:00:00,0.9306364482091152,0.2037882008112463,600,23,0,5,0,0,1
12.0,2025-05-05 03:00:00,0.8595564165767582,0.2069885111740635,650,3,0,5,0,1,0
301.0,2025-05-02 06:00:00,0.959647300100032,0.2691703317490719,600,6,4,5,0,0,1
423.0,2025-05-02 08:00:00,0.4232918501063349,0.3417767567530023,400,8,4,5,1,0,0
37.0,2025-05-03 02:00:00,0.6373793675521476,0.2044187261402451,400,2,5,5,1,0,0
27.0,2025-05-21 01:00:00,0.8243176116022931,0.2169736117770319,650,1,2,5,0,1,0
166.0,2025-05-18 21:00:00,0.3845982260043887,0.2314241669040159,400,21,6,5,1,0,0
